,title,company,place,industries,job_function,seniority_level,description
10,"Software Engineer, Apprentice",Dwarves Foundation,Vietnam,,,,"['DWARVES FOUNDATION APPRENTICESHIP 2022  \ufeff  Dwarves Foundation is an innovative tech firm. We build and ship top notch software to resolve business problems through impactful tech solutions.     Dwarves Foundation Apprenticeship 2022\xa0is a\xa06-month fully paid work-study-train program\xa0designed primarily to provide mid-level and above software engineers with splendid software development practices, strong professional skills, and work ethics.  Opening to mid-level software engineers anywhere.     Program details: Dwarves Foundation Apprenticeship 2022  Opening until\xa0Apr 25, 2022: https://form.typeform.com/to/LfCWfoml     Dwarves Apprenticeship 2022 is built for the young professionals who:  ▪️ Have at least 1 year of experience as a software engineer  ▪️ Look for full time & fully paid apprentice positions  ▪️ Seek for an environment to upgrade tech skills & make top-notch software  ▪️ Build up teamwork mindset & fine-tune soft skills  ▪️ Ready to figure out the next moves in their software career  Show more Show less']"
11,"Full-Stack Software Engineer (Python, Django and JavaScript)",Royal HaskoningDHV,"Ho Chi Minh City, Vietnam",Construction and Civil Engineering,Information Technology,Associate,"['Do you want to enhance society using your software development skills? Do you want to be part of a high-performance team providing new solutions to our engineering and consultancy business all around the world?     We are Royal HaskoningDHV. Our purpose is to harness the power of data and software to deliver the environments of tomorrow. We’re using our engineering heritage to enhance society and create a more sustainable future.     What you will do as a Full-Stack Software Engineer (Python, Django and JavaScript)  In our team we provide solutions to the Water&Maritime business line. Our objective is to support the business in their digital ways of working (DWoW), by automating processes, connecting workflows and enabling them to work in a data driven way. Currently we use Python with Django REST framework and VueJS to deliver our high-quality tools.     We are looking for a Full-Stack software engineer with over 5 years of relevant experience, who is interested to work together with STEM related disciplines. Furthermore:  You will be involved in the development of new products; You will be working at the intersection between engineering, data science and software development; You will work in a small robust team with an entrepreneurial mindset, that operates in a larger eco-system of developers within Royal HaskoningDHV; You will support the business globally, with offices on 6 continents.     Where you will work  Active in Vietnam since 1985 and established in 1993, HaskoningDHV Vietnam is a 100% foreign invested company of Royal HaskoningDHV and recognized as one of the most prominent leading engineering and consultancy firms with a unique track record of key projects in Vietnam and SE Asia. With offices in Ho Chi Minh City and Hanoi and nearly 200 employees, HaskoningDHV Vietnam has carried out numerous projects for the private and public sector, comprising the full scope of engineering and consultancy services for Industrial & Building projects, Maritime & Aviation, Water Management and Real Estate projects.     What you bring  Requirements:  You are proficient in Python; You are experienced in Django, JavaScript and GIT; You are used to work in Agile/Scrum teams; Junior colleagues and Citizen Developers rely on your guidance for their personal development; You have an excellent command of English; You have a Bachelor in Computer science or similar. STEM related disciplines in combination with relevant experience also considered.  Preferably:  Experience with modern web-technologies (VueJS, AngularJS, React.JS); Experience with data manipulation libraries (Numpy, Pandas, etc.); Experience with writing unit tests; Exposure to wider OO-languages is a plus (f.e. C#); Experience with deployment pipelines using YAML; You have familiarity with serverless and container technologies (e.g. Docker); You have one or more relevant certifications for Microsoft Azure.     What we offer you  Good primary and secondary employment conditions Excellent opportunities for development in both width and depth Flexible working conditions Opportunities for international projects Budget and time for personal development and travel opportunities Possibility to qualify for talent programs at different levels     Are you our new colleague?  If you are interested in this position, please send your CV and a motivation letter via the Apply button.     Acquisition by agencies is not appreciated.  Show more Show less']"
12,Senior Data Scientist - Data Platform,TIKI,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",Internet Publishing,Engineering and Information Technology,Associate,"['Job Description  We are looking for a Data Scientist who will support Tiki to build a fraud detection system. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.  Responsibilities for Data Scientist:  Develop clever algorithms and pragmatic solutions to our automation and optimization problems. Build high accuracy machine learning models that can learn and optimize performance from vast amounts of data. Develop metrics to measure the outcome/impact of your introduced solutions. Work with other members (Data engineer and Data Analytics) to implement and integrate into our existing systems. Document and improve the solutions over time. Evaluate and identify new technologies for implementation. Communicate with our business and technical teams to understand the analytics requirements. Respond and follow up to incorporate feedback and draw new insights. Prioritize tasks to meet multiple deadlines.  Why you will want to work here:  We are constantly iterating! There is no such best proposal for anything, no fastest API, no best machine learning models. We design, build, test, ship, and optimize, and test. Just a stream of improvements and tests. We have data-driven mindset, every point of changes must be tested to gain insights into its impacts on key metrics. It‘s a long process, but over time, we gradually learn and become confident in our approach. We love ""best practices"". Serving important features with high throughput always give us a hitch to research and apply best practices. Any experiment or optimization is always welcomed. We are both independent and open. We own our products. Technical problems would be discussed internal, but for difficult one, we could request other‘s help.  Yêu Cầu Công Việc  Good mathematical and statistical background. Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, neural networks, etc. Good understanding of machine learning and deep learning methods; in particular, XGBooost, RNN and LSTM Strong experience with ML/DL frameworks such as Tensorflow, etc... is a must. In particular, must be fluent in converting research papers into production-ready codes Experience with querying databases either using bigquery or statistical computer languages: Python, R Some experiences of time series forecasting methods such as (S)ARIMA(X), ETS, etc is a plus Show more Show less']"
13,"Software Engineer, Apprentice",Dwarves Foundation,Vietnam,,,,"['DWARVES FOUNDATION APPRENTICESHIP 2022     Dwarves Foundation is an innovative tech firm. We build and ship top-notch software to resolve business problems through impactful tech solutions.  Dwarves Foundation Apprenticeship 2022\xa0is a\xa06-month fully paid work-study-train program\xa0designed primarily to provide mid-level and above software engineers with splendid software development practices, strong professional skills, and work ethics.  Opening to mid-level software engineers anywhere.     Program details: https://careers.d.foundation/apprenticeship-2022  Opening until\xa0Apr 25, 2022: https://form.typeform.com/to/LfCWfoml  Dwarves Apprenticeship 2022 is built for the young professionals who:  ▪️ Have at least 1 year of experience as a software engineer  ▪️ Look for full time & fully paid apprentice positions  ▪️ Seek an environment to upgrade tech skills & make top-notch software  ▪️ Build up teamwork mindset & fine-tune soft skills  ▪️ Ready to figure out the next moves in their software career  Show more Show less']"
14,Data Scientist - a Global Biotech company,Michael Page,"Ho Chi Minh City, Ho Chi Minh City, Vietnam","IT Services and IT Consulting, Telecommunications, and Biotechnology Research",Engineering and Information Technology,Entry level,"[""Data Scientist - a Global Biotech Company  Opportunity to work on cutting edge technologies|Diverse Working Environment    About Our Client  The company presented over 25 years on the market of Biotechnology with HQ in Silicon valley.  Job Description   Generate and deliver output results from established data analysis pipelines by executing these pipelines at scale in a cloud environment. Work with bioinformaticians to troubleshoot pipeline execution failures. Troubleshoot pipeline execution issues and help improve error handling. Ensure data are analyzed and reports are delivered in a timely manner. Document all code, errors, and corrective actions carefully. Contribute to improvement of existing or development of new modeling pipelines when qualified. Manage and coordinate deliverables for direct reports.   The Successful Applicant  Education and Experience:  Master, phD. in Mathematics, Computer Science, Information Technology, Data Science, or a related field. Hands-on or job experience in Linux command line and cloud environments.   Required Skills:  Experience with Linux/Unix operating systems and running/troubleshooting applications from the command line. Familiarity with common Linux/Unix commands and Linux system administration. Knowledge of scripting languages, especially BASH, Python, and R. Knowledge of git/GitHub. Meticulous record keeping and attention to detail.   Preferred Skills:  Familiarity with Amazon Web Services EC2 and S3. Experience with creating and maintaining Docker containers.   What's On Offer  You will have the access to our platform with with various public and proprietary data repositories, such as TCGA, GTEx, dbSNP, Ensembl, UCSC genome browser.  Contact: Van Anh Le  Quote job ref: JN-092021-3601671 Show more Show less""]"
15,Full Stack Developer,An Gia Group - Official,"Ho Chi Minh City, Vietnam",,,,"['Công việc chính: 1. Thiết kế, phát triển và bảo trì các module mở rộng cho Zendesk. 2. Đảm bảo ứng dụng backend của AnGia+ hoạt động ổn định. 3. Phát triển các tính năng mới cho backend của AnGia+. 4. Cung cấp giải pháp và thiết kế hệ cơ sở dữ liệu của các ứng dụng.  Yêu cầu công việc: - Có từ 1 đến 2 năm kinh nghiệm trong lập trình web với NodeJS và các framework tương đương - Có kinh nghiệm làm việc với các công nghệ lập trình web: Redis, Authentication, Authorization; - Có kinh nghiệm làm việc với các hệ quản lý cơ sở dữ liệu: Mysql, MongoDB, PostgreSQL - Có kinh nghiệm làm việc với HTML/CSS/Bootstrap - Có kinh nghiệm làm việc với Linux  \uf0fc Khả năng làm chủ tình huống, Sáng tạo, Khả năng làm việc nhóm, Giao tiếp tốt, Chủ động, Kỹ năng giải quyết vấn đề. \uf0fc Có khả năng soạn thảo báo cáo tốt. \uf0fc Chu đáo và sẵn sàng giúp đỡ. \uf0fc Nhiệt tình và trung thực.  Show more Show less']"
16,"Software Engineer, Apprentice",Dwarves Foundation,Vietnam,,,,"['DWARVES FOUNDATION APPRENTICESHIP 2022  Dwarves Foundation is an innovative tech firm. We build and ship top notch software to resolve business problems through impactful tech solutions.     Dwarves Foundation Apprenticeship 2022\xa0is a\xa06-month fully paid work-study-train program\xa0designed primarily to provide mid-level and above software engineers with splendid software development practices, strong professional skills, and work ethics.     Opening to mid-level software engineers anywhere.     \ufeffProgram details: https://careers.d.foundation/apprenticeship-2022  Opening until\xa0Apr 25, 2022: https://form.typeform.com/to/LfCWfoml  Dwarves Apprenticeship 2022 is built for the young professionals who:  ▪️ Have at least 1 year of experience as a software engineer  ▪️ Look for full time & fully paid apprentice positions  ▪️ Seek for an environment to upgrade tech skills & make top-notch software  ▪️ Build up teamwork mindset & fine-tune soft skills  ▪️ Ready to figure out the next moves in their software career Show more Show less']"
17,Economic Game Designer,Ubisoft,Da Nang Metropolitan Area,Entertainment Providers,Production,Mid-Senior level,"[""You have a passion for paving the road for crypto-based gaming economies and have experience with the traditional F2P economies. You will use economics, behavioral psychology, and business intelligence methodologies to design an healthy play-to-earn game economy. The Economic Designer will be responsible to design and managing all systems that will encourage the player to invest in a game to enhance his experience.    Your main\xa0responsibilities\xa0will be to:    Design, prototype, balance, and champion the economic systems to increase our main game KPIs – Retention, Engagement, Monetization, Virality, on game & platform level. Recommend rewards and monetization game features to create an economic system to fulfill player needs Contribute to game features/systems design that compels and re-engage players Collaborate with game designers on new game features to maximize short and long-term player engagement, and provide for monetization opportunities Manage the economy and pricing of virtual goods; balance free content vs. paid currency in the game economy Balance player experience and progression, both in skills, in-game progression, and content release pacing. Request detailed data analysis from the games we operate to validate design choices & drive the development of the upcoming feature/balancing Produce reports highlighting through data the problematics of the games & recommend next steps/adjustments/new features to further improve KPIs Knowledge of macro, microeconomics, pricing theory, and statistics, especially in the mobile gaming industry and/or live service-oriented products, with the ability to model problems into quantitative systems, formulate ratios and indexes specific to each game Keep up to date with market trends and do proactive analysis of economy tuning in relevant competitive products Ability to model and simulate planned changes, overall sinks, and sources while anticipating downstream effects with post-launch analysis to ensure expected outcomes are reached   Qualifications   An avid gamer with a strong understanding of mobile games (online, multiplayer, social, F2P), while a solid knowledge about the endless possibilities of blockchain and NFT Extremely robust logical and analytical thinking with the ability to abstract and decompose complex systems and identify key relationships and levers that influence the outputs Detail-oriented and capable of providing specific solutions at each step of the process Advanced understanding of Excel, SQL, and/or Python Design by data approach Strong problem-solving skills Strong communication skills (oral and written)   Additional Information    Why it's great to work at Ubisoft Danang:    An international, professional, collaborative, modern, and creative environment Attractive remuneration package Performance rewards Creative & endless fun projects Unlimited access to Ubisoft games on Uplay Flexible working time Premium healthcare insurance UBIVERSARY for your working milestones Team building, Lunar New year Celebration, Projects celebration Beers and treats every Friday\xa0 (yay!) Staff clubs Free in-house entertainment facilities (PS5…), coffee, tea, and fresh fruits\xa0 Show more Show less""]"
18,"Software Engineer, Apprentice",Dwarves Foundation,Vietnam,,,,"['DWARVES FOUNDATION APPRENTICESHIP 2022  Dwarves Foundation is an innovative tech firm. We build and ship top notch software to resolve business problems through impactful tech solutions.  Dwarves Foundation Apprenticeship 2022\xa0is a\xa06-month fully paid work-study-train program\xa0designed primarily to provide mid-level and above software engineers with splendid software development practices, strong professional skills, and work ethics.  Opening to mid-level software engineers anywhere.  Program details: https://careers.d.foundation/apprenticeship-2022  Opening until\xa0Apr 25, 2022: https://form.typeform.com/to/LfCWfoml  Dwarves Apprenticeship 2022 is built for the young professionals who:  ▪️ Have at least 1 year of experience as a software engineer  ▪️ Look for full time & fully paid apprentice positions  ▪️ Seek for an environment to upgrade tech skills & make top-notch software  ▪️ Build up teamwork mindset & fine-tune soft skills  ▪️ Ready to figure out the next moves in their software career  Show more Show less']"
19,Fresher Python Software Engineer,"KMS Technology, Inc.","Ho Chi Minh City, Ho Chi Minh City, Vietnam",Software Development,Engineering,Entry level,"[""The Brilliant Career You Love    Are you\xa0passionate about innovative software development and be eager to sharpen your expertise every day?    Do you want to be a part of the Great Team who creates awesome billion-dollar Software Products for U.S clients?    Do you love to work in a\xa0top-notch IT\xa0Company\xa0in Vietnam with Good Investment into People Development?    If yes, we strongly believe that you will enjoy each single working day at KMS Technology\xa0where you certainly contribute to the company's growth and sharpen your experience and expertise every day. In addition, you will also get chances to:    Have the chance to\xa0work with talented developers, following high standard software development practices and CI/CD\xa0processes Be trained and worked on complex systems using cutting-edge technology-based frameworks  Your key responsibilities:    Love Coding Follow Your Passion Enjoy Every Single Working Day with Your Nice Colleagues and Our Kind Clients. Take Your Skill to the Next Level  The responsibility includes:    Participate in all software development activities Clarify requirements with client/team\xa0 Write high-quality code to implement software features or fix bugs and implement Unit Test Report the status to client/team\xa0   Qualifications    Skills/experience You need to be Successful    Final year student/ new graduate/ less than 1 year of experience\xa0 Ready to work full-time officially Good IT background, special on database, Python Good critical and logical thinking skills Commitment to excellence and self-improvement\xa0 Must be good and comfortable with speaking and writing using English  Nice to have:    Passion in Web-development. Good knowledge of relational databases such as Microsoft SQL Server, MySQL, etc. Good knowledge of Django, Flask, Fast API   Additional Information    BE YOUR BEST WITH KMS    Working in one of the Best Places to Work in Vietnam Building large-scale & global software products Working & growing with Passionate & Talented Team Diverse careers opportunities with Software Outsourcing, Software Product Development, IT Solutions & Consulting Attractive Salary and Benefits Performance appraisals every year Onsite opportunities: short-term and long-term assignments in North American (U.S, Canada), Europe, Asia. Flexible working time Various training on hot-trend technologies, best practices, and soft skills Premium healthcare insurance for you and your loved ones Company trip, big annual year-end party every year, team building, etc. Fitness & sports activities: football, tennis, table-tennis, badminton, yoga, etc Joining community development activities: 1% Pledge, charity every quarter, blood donation, public seminars, career orientation talks,… Free in-house entertainment facilities (foosball, ping pong, gym, etc), coffee (latte, cappuccino, espresso) and snack (instant noodles, cookies, candies, etc)  And much more...Send\xa0your\xa0Resume including Academic Transcript\xa0 to join us and explore other fantastic things!    Show more Show less""]"
